Species;RCC;Genbank_accession;Keep;Status
Micromonas_pusilla;RCC114;AY425320;Yes;Distributed
Micromonas_pusilla;RCC114;KU244630;Yes;Distributed
Ostreococcus_tauri;RCC116;Y15814;No;Cryopreserved
Ostreococcus_clade_B;RCC141;KT878663;No;Lost
Ostreococcus_clade_B;RCC143;AY425310;No;Lost
Ostreococcus_lucimarinus;RCC343;KT860633;Yes;Cryopreserved
Ostreococcus_lucimarinus;RCC371;KT860634;No;Lost
Micromonas_commoda;RCC372;KT860635;Yes;Distributed
Micromonas_commoda;RCC372;KU244634;Yes;Distributed
Micromonas_pusilla;RCC373;KF501025;Yes;Distributed
Micromonas_pusilla;RCC373;KF501014;Yes;Distributed
Throndsenia_aranea_nom_nud;RCC391;AY425321;Yes;Distributed
Ostreococcus_clade_B;RCC393;AY425311;No;Lost
Mantionella_squamata;RCC395;KT860636;Yes;Distributed
Ostreococcus_clade_B;RCC410;KT860680;Yes;Distributed
Micromonas_bravo;RCC418;KF501026;Yes;Distributed
Micromonas_bravo;RCC418;KF501015;Yes;Distributed
Ostreococcus_lucimarinus;RCC420;KT878674;No;Lost
Ostreococcus_sp;RCC422;KT860646;Yes;Cryopreserved
Ostreococcus_sp;RCC426;KT860647;Yes;Cryopreserved
Ostreococcus_sp;RCC427;KT860648;Yes;Cryopreserved
Ostreococcus_sp;RCC428;KT878675;No;Lost
Ostreococcus_sp;RCC429;KT860644;Yes;Cryopreserved
Micromonas_bravo;RCC434;AY425316;Yes;Distributed
Micromonas_bravo;RCC434;KR089060;Yes;Distributed
Micromonas_bravo;RCC434;KU244636;Yes;Distributed
Micromonas_pusilla;RCC447;KT860650;Yes;Distributed
Micromonas_commoda;RCC447;KU244638;Yes;Distributed
Micromonas_commoda;RCC448;KT860645;Yes;Distributed
Micromonas_commoda;RCC449;KT860641;Yes;Distributed
Micromonas_commoda;RCC449;KU244641;Yes;Distributed
Micromonas_commoda;RCC450;KU244643;Yes;Distributed
Micromonas_commoda;RCC451;KF501035;Yes;Distributed
Micromonas_commoda;RCC451;KF501024;Yes;Distributed
Ostreococcus_sp;RCC453;KT860656;Yes;Cryopreserved
Ostreococcus_sp;RCC454;KT860657;Yes;Cryopreserved
Micromonas_pusilla;RCC461;KF501027;No;Lost
Micromonas_pusilla;RCC461;KF501016;No;Lost
Ostreococcus_sp;RCC462;KT878676;No;Lost
Bathycoccus_prasinos;RCC463;KT860652;Yes;Cryopreserved
Micromonas_pusilla;RCC465;KT501028;Yes;Distributed
Micromonas_pusilla;RCC465;KF501017;Yes;Distributed
Ostreococcus_sp;RCC467;KT860653;Yes;Cryopreserved
Ostreococcus_sp;RCC468;KT860674;Yes;Cryopreserved
Micromonas_commoda;RCC472;KR089059;Yes;Distributed
Micromonas_commoda;RCC472;KU244645;Yes;Distributed
Micromonas_commoda;RCC496;KT860797;Yes;Distributed
Micromonas_pusilla;RCC497;KF501034;Yes;Cryopreserved
Micromonas_pusilla;RCC497;KF501023;Yes;Cryopreserved
Micromonas_pusilla;RCC498;KT860640;Yes;Distributed
Micromonas_pusilla;RCC498;KU244647;Yes;Distributed
Ostreococcus_mediterraneus;RCC501;AY425313;No;Lost
Bathycoccus_prasinos;RCC536;KT860681;Yes;Cryopreserved
Micromonas_commoda;RCC570;KT860879;Yes;Cryopreserved
Micromonas_commoda;RCC570;KU244649;Yes;Cryopreserved
Micromonas_commoda;RCC573;KT860607;Yes;Distributed
Micromonas_pusilla;RCC629;KF501029;Yes;Distributed
Micromonas_pusilla;RCC629;KF501018;Yes;Distributed
Micromonas_pusilla;RCC631;KT878680;No;Lost
Bathycoccus_prasinos;RCC634;KT860664;Yes;Distributed
Bathycoccus_prasinos;RCC640;KT878681;No;Lost
Micomomas_pusilla;RCC647;KT860882;Yes;Distributed
Micromonas_pusilla;RCC647;KU244651;Yes;Distributed
Micromonas_commoda;RCC658;KF501030;Yes;Distributed
Micromonas_commoda;RCC658;KF501019;Yes;Distributed
Ostreococcus_tauri;RCC675;KT860887;Yes;Distributed
Micromonas_commoda;RCC676;KU244653;Yes;Distributed
Micromonas_commoda;RCC676;KU244653;Yes;Distributed
Micromonas_commoda;RCC676;KT860888;Yes;Distributed
Micromonas_bravo;RCC688;KT860891;Yes;Distributed
Micromonas_pusilla;RCC692;KT860893;Yes;Distributed
Micromonas_pusilla;RCC692;KU244655;Yes;Distributed
Micromonas_pusilla;RCC693;KT860811;Yes;Cryopreserved
Bathycoccus_calidus;RCC715;KT860815;Yes;Distributed
Bathycoccus_calidus;RCC716;KT860816;Yes;Distributed
Micromonas_bravo;RCC746;KT860894;Yes;Distributed
Micromonas_bravo;RCC746;KU244657;Yes;Distributed
Ostreococcus_lucimarinus;RCC747;KT860895;Yes;Distributed
Ostreococcus_lucimarinus;RCC796;KT860897;Yes;Distributed
Bahycoccus_prasinos;RCC797;KT860936;Yes;Cryopreserved
Ostreococcus_lucimarinus;RCC798;KT860898;Yes;Distributed
Bathycoccus_prasinos;RCC801;KT860937;Yes;Cryopreserved
Micromonas_pusilla;RCC803;KU244659;Yes;Distributed
Micromonas_pusilla;RCC804;KU244661;No;NotDistributed
Micromonas_pusilla;RCC805;KU244663;No;NotDistributed
Micromonas_pusilla;RCC806;KU244665;Yes;Distributed
Micromonas_polaris;RCC807;KU244667;Yes;Distributed
Micromonas_pusilla;RCC808;KU244669;Yes;Distributed
Micromonas_pusilla;RCC828;KF501032;No;Cryopreserved
Micromonas_pusilla;RCC828;KF501021;No;Cryopreserved
Micromonas_pusilla;RCC829;KF501033;Yes;Cryopreserved
Micromonas_pusilla;RCC829;KF501022;Yes;Cryopreserved
Micromonas_bravo;RCC830;KT860899;Yes;Distributed
Micromonas_bravo;RCC830;KU244671;Yes;Distributed
Micromonas_bravo;RCC831;KT860900;Yes;Distributed
Micromonas_bravo;RCC831;KU244673;Yes;Distributed
Micromonas_bravo;RCC832;KT860901;Yes;Cryopreserved
Micromonas_pusilla;RCC833;KT860902;Yes;Distributed
Micromonas_pusilla;RCC833;KU244675;Yes;Distributed
Micromonas_pusilla;RCC834;KU244677;Yes;Distributed
Micromonas_pusilla;RCC835;KU244679;Yes;Distributed
Micromonas_commoda;RCC836;KT860903;Yes;Distributed
Micromonas_commoda;RCC836;KU244681;Yes;Distributed
Micromonas_bravo;RCC845;KT860819;Yes;Cryopreserved
Micromonas_commoda;RCC966;KT860911;Yes;Cryopreserved
Micromonas_clade_B_warm;RCC1109;KF501020;Yes;Distributed
Ostreococcus_sp;RCC1120;KT860804;Yes;Distributed
Ostreococcus_tauri;RCC1560;KT860912;Yes;Distributed
Ostreococcus_lucimarinus;RCC1565;KT860709;Yes;Distributed
Ostreococcus_lucimarinus;RCC1566;KT860710;Yes;Cryopreserved
Bathycoccus_prasinos;RCC1608;KT860697;Yes;Cryopreserved
Bathycoccus_prasinos;RCC1609;KT860698;Yes;Cryopreserved
Bathycoccus_prasinos;RCC1610;KT860699;Yes;Cryopreserved
Bathycoccus_prasinos;RCC1611;KT860700;Yes;Cryopreserved
Micromonas_commoda;RCC1612;KT860701;No;Lost
Bathycoccus_prasinos;RCC1613;KT860702;Yes;Distributed
Micromonas_pusilla;RCC1614;KR089061;Yes;Distributed
Bathycoccus_prasinos;RCC1615;KT860703;Yes;Cryopreserved
Ostreococcus_lucimarinus;RCC1616;KT860704;Yes;Cryopreserved
Micromonas_bravo;RCC1629;KT860711;Yes;Distributed
Micromonas_pusilla;RCC1614;KT860721;Yes;Cryopreserved
Ostreococcus_lucimarinus;RCC1645;KT860712;Yes;Distributed
Bathycoccus_prasinos;RCC1646;KT860722;Yes;Cryopreserved
Dolichomastigales_XX_sp;RCC1651;KT860915;Yes;Distributed
Ostreococcus_lucimarinus;RCC1662;KT860713;Yes;Cryopreserved
Bathycoccus_prasinos;RCC1664;KT860714;No;Lost
Micromonas_pusilla;RCC1677;KT860715;Yes;Cryopreserved
Micromonas_commoda;RCC1687;KT860716;Yes;Cryopreserved
Micromonas_commoda;RCC1697;KT860717;Yes;Distributed
Micromonas_pusilla;RCC1698;KT860718;Yes;Cryopreserved
Micromonas_bravo;RCC1699;KT860705;Yes;Distributed
Micromonas_pusilla;RCC1718;KT860789;No;Lost
Micromonas_pusilla;RCC1749;KT860724;Yes;Cryopreserved
Micromonas_bravo;RCC1862;KT860773;Yes;Distributed
Bathycoccus_prasinos;RCC1868;KT860774;Yes;Distributed
Bathycoccus_prasinos;RCC1872;KT860776;Yes;Cryopreserved
Micromonas_polaris;RCC2242;KT860743;Yes;Distributed
Micromonas_polaris;RCC2243;KT860570;Yes;Distributed
Micromonas_polaris;RCC2243;KT860799;Yes;Distributed
Micromonas_polaris;RCC2244;KT860736;Yes;Distributed
Micromonas_polaris;RCC2245;KT860571;Yes;Distributed
Micromonas_polaris;RCC2245;KT860739;Yes;Distributed
Micromonas_polaris;RCC2246;KT860740;Yes;Distributed
Micromonas_polaris;RCC2247;KT860737;Yes;Distributed
Micromonas_polaris;RCC2248;KT860572;Yes;Distributed
Micromonas_polaris;RCC2248;KT860769;Yes;Distributed
Micromonas_polaris;RCC2249;KT860738;Yes;Distributed
Micromonas_polaris;RCC2250;KT860744;Yes;Distributed
Micromonas_polaris;RCC2251;KT860741;Yes;Distributed
Micromonas_polaris;RCC2252;KT860749;Yes;Distributed
Micromonas_polaris;RCC2253;KT860575;Yes;Distributed
Micromonas_polaris;RCC2253;KT860750;Yes;Distributed
Micromonas_polaris;RCC2254;KT860576;Yes;Distributed
Micromonas_polaris;RCC2254;KT860745;Yes;Distributed
Micromonas_polaris;RCC2255;KT860577;Yes;Distributed
Micromonas_polaris;RCC2255;KT860746;Yes;Distributed
Micromonas_polaris;RCC2256;KT860578;No;Lost
Micromonas_polaris;RCC2256;KT860742;No;Lost
Micromonas_polaris;RCC2257;KT860747;No;NotDistributed
Micromonas_polaris;RCC2258;KT860580;Yes;Distributed
Micromonas_polaris;RCC2258;KT860748;Yes;Distributed
Micromonas_polaris;RCC2259;KT860581;Yes;Distributed
Micromonas_polaris;RCC2259;KT860751;Yes;Distributed
Mamiellales_XX_sp;RCC2285;JF794053;No;Lost
Mantionella_beaufortii;RCC2289;JN934679;Yes;Distributed
Micromonas_polaris;RCC2304;KT860843;Yes;Distributed
Micromonas_polaris;RCC2305;KT860801;No;Lost
Micromonas_polaris;RCC2305;JF794057;Yes;Distributed
Micromonas_polaris;RCC2307;KT860753;Yes;Distributed
Micromonas_polaris;RCC2308;JN934683;No;Lost
Micromonas_polaris;RCC2309;KT860765;Yes;Distributed
Micromonas_polaris;RCC2310;KT860754;No;Lost
Micromonas_polaris;RCC2311;KT860752;Yes;Distributed
Micromonas_polaris;RCC2312;KT860758;Yes;Distributed
Micromonas_polaris;RCC2213;KT860586;No;Lost
Micromonas_polaris;RCC2314;KT860587;Yes;Distributed
Micromonas_polaris;RCC2314;KT860760;Yes;Distributed
Micromonas_polaris;RCC2315;KT860768;No;Lost
Micromonas_polaris;RCC2316;KT860589;Yes;Distributed
Micromonas_polaris;RCC2316;KT860761;Yes;Distributed
Micromonas_polaris;RCC2317;KT860590;Yes;Distributed
Micromonas_polaris;RCC2317;KT860762;Yes;Distributed
Ostreococcus_lucimarinus;RCC2343;KT860781;Yes;Distributed
Ostreococcus_lucimarinus;RCC2344;KT860782;Yes;Distributed
Mantionella_beaufortii;RCC2487;KT860921;Yes;Distributed
Micromonas_polaris;RCC2514;KT860766;Yes;Distributed
Micromonas_pusilla;RCC3051;KT860829;No;Lost
Micromonas_pusilla;RCC3052;KT860828;Yes;Distributed
Micromonas_pusilla;RCC3053;KT860830;No;Lost
Micromonas_polaris;RCC4298;KT884472;Yes;Distributed
Micromonas_pusilla;RCC4440;KX523155;Yes;Distributed
Micromonas_pusilla;RCC4441;KX523156;No;Lost
Micromonas_bravo;RCC4574;KX014645;Yes;Distributed
Micromonas_polaris;RCC4778;KX602210;Yes;Distributed
Micromonas_polaris;RCC4778;KX602211;Yes;Distributed
Micromonas_commoda;RCC4795;KY095019;Yes;Distributed
Micromonas_commoda;RCC4795;KY095006;Yes;Distributed
Micromonas_pusilla;RCC4825;KY095046;Yes;Distributed
Micromonas_commoda;RCC4835;KY095008;Yes;Distributed
Micromonas_commoda;RCC4852;KY095012;Yes;Distributed
Mantionella_sp;RCC5273;MH764753;No;Lost
Bathycoccus_prasinos;RCC5417;MH764869;Yes;Distributed
Mantionella_baffinensis;RCC5418;MH764870;No;Lost
Mantionella_baffinensis;RCC5418;MH516003;No;Lost
;RCC5419;MH764871;No;NotFound
;RCC5420;MH764872;No;NotFound
;RCC5421;MH764873;No;NotFound
Micromonas_polaris;RCC5422;MH764874;Yes;Distributed
;RCC5423;MH764875;No;NotFound
;RCC5425;MH764876;No;NotFound
;RCC5426;MH764877;No;NotFound
;RCC5427;MH764878;No;NotFound
;RCC5429;MH764880;No;NotFound
;RCC5477;MH764921;No;NotAvailable
;RCC5478;MH764922;No;NotAvailable
;RCC5429;MH764923;No;NotFound
;RCC5480;MH764924;No;NotFound
;RCC5481;MH764925;No;NotFound
Micromonas_polaris;RCC5482;MH764926;Yes;Distributed
Nitzschia_sp;RCC80;KT861227;Yes;Distributed
;RCC431;KT861028;No;NotFound
Nitzschia_sp;RCC457;KT860971;Yes;Distributed
Nitzschia_sp;RCC466;KT860972;Yes;Cryopreserved
Nitzschia_sp;RCC469;KT860973;Yes;Cryopreserved
Nitzschia_sp;RCC817;KT861103;Yes;Cryopreserved
Nitzschia_sp;RCC826;KT860982;Yes;Cryopreserved
Nitzschia_sp;RCC895;KT860986;Yes;Cryopreserved
Cylindrotheca_closterium;RCC1713;KT861112;Yes;Distributed
Tabularia_sp;RCC1743;KT860991;Yes;Distributed
Nitzschia_sp;RCC1859;KT861081;No;Lost
Hyalosira_sp;RCC1860;KT861082;Yes;Distributed
Bacillariophyceae_XXX_sp;RCC1874;KT861090;Yes;Distributed
Cylindrotheca_closterium;RCC1875;KT861091;No;Lost
Navicula_lanceolata;RCC1943;KT861066;No;Lost
Naviculaceae_X_sp;RCC1944;KT861067;No;Lost
Cylindrotheca_closterium;RCC1950;KT861069;No;Lost
Bacillariophyceae_XXX_sp;RCC1951;KT861070;No;Lost
Navicula_lanceolata;RCC1952;KT861071;No;Lost
Naviculales_XX_sp;RCC1955;KT861073;No;Lost
Nitzschia_sp;RCC1961;KT861074;No;Lost
Bacillariophyceae_XXX_sp;RCC1968;KT861075;No;Lost
Bacillariophyceae_XXX_sp;RCC1969;KT861076;No;Lost
Psammodictyon_sp;RCC1970;KT861077;No;Lost
Bacillariophyceae_XXX_sp;RCC1974;KT861093;Yes;Distributed
Cylindrotheca_closterium;RCC1975;JF794039;Yes;Distributed
Pseudo-nitzschia_arctica;RCC2004;JF794046;Yes;Distributed
Pseudo-nitzschia_cf_granii;RCC2006;KT861176;No;Lost
Fragilariaceae_X_sp;RCC2043;JF794051;Yes;Distributed
Pseudo-nitzschia_cf_granii;RCC2273;KT861169;No;Lost
Nitzschia_sp;RCC2276;JF794052;Yes;Distributed
Fragilaria_sp;RCC2508;KT861200;Yes;Distributed
Fragilariaceae_X_sp;RCC2509;KT861202;Yes;Distributed
Synedra_sp;RCC2510;KT860999;Yes;Distributed
Fragilariaceae_X_sp;RCC2518;KT861226;Yes;Distributed
Fragilariaceae_X_sp;RCC2519;KT861197;Yes;Distributed
Fragilariaceae_X_sp;RCC2520;KT861217;Yes;Distributed
Cylindrotheca_closterium;RCC2552;KT861119;No;Lost
;RCC2566;KT861008;No;
Fragilariaceae_X_sp;RCC2598;KT861009;Yes;Distributed
Fragilariaceae_X_sp;RCC2598;KT861010;Yes;Distributed
Bacillariales_XX_sp;RCC2599;KT861140;Yes;Distributed
Nitzschia_sp;RCC2600;KT861141;Yes;Distributed
Nitzschia_sp;RCC2602;KT861143;Yes;Cryopreserved
Luticola_sp;RCC2606;KT861144;Yes;Distributed
Cylindrotheca_sp;RCC2608;KT861145;No;Lost
Asterionellopsis_glacialis;RCC2613;KT861146;Yes;Distributed
Pseudo-nitzschia_sp;RCC2619;KT861147;No;Lost
Nitzschia_sp;RCC2623;KT861149;Yes;Cryopreserved
Cylindrotheca_closterium;RCC2625;KT861151;No;Lost
Cylindrotheca_closterium;RCC2627;KT861152;No;Lost
Nitzschia_sp;RCC2638;KT861153;Yes;Cryopreserved
Naviculaceae_X_sp;RCC2677;KT861210;Yes;Distributed
Entomoneis_sp;RCC2768;KT861118;Yes;Distributed
Bacillariophyceae_XXX_sp;RCC2679;KT861120;No;Lost
Bacillariophyceae_XXX_sp;RCC2680;KT861122;Yes;Distributed
Nitzschia_sp;RCC2681;KT861011;Yes;Distributed
Nitzschia_sp;RCC2683;KT861123;Yes;Cryopreserved
Nitzschia_sp;RCC2933;KT861155;Yes;Cryopreserved
Nitzschia_sp;RCC2934;KT861012;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC2936;KT861013;Yes;Distributed
Nitzschia_sp;RCC2986;KT861157;Yes;Distributed
Nitzschia_sp;RCC2987;KT861158;Yes;Cryopreserved
Nitzschia_sp;RCC2988;KT861159;Yes;Cryopreserved
Nitzschia_sp;RCC2989;KT861160;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC2991;KT861161;Yes;Distributed
Fragilariaceae_X_sp;RCC3059;KT860960;Yes;Distributed
Fragilariaceae_X_sp;RCC3061;KT861022;Yes;Distributed
Fragilariaceae_X_sp;RCC3062;KT860961;No;Lost
Fragilariaceae_X_sp;RCC3063;KT861023;No;Lost
Pleurosigma_sp;RCC3090;KT861017;No;Lost
Psammodictyon_sp;RCC3091;KT861018;No;Lost
Navicula_sp;RCC3092;KT861019;No;Lost
Fragilariopsis_cylindrus;RCC4289;KT884473;Yes;Distributed
Fragilariopsis_cylindrus;RCC4291;KT884480;No;NotDistributed
Entomoneis_sp;RCC4487;KT878709;Yes;Distributed
Entomoneis_sp;RCC4488;KT878710;Yes;Cryopreserved
Rhaphoneis_sp;RCC4494;MH792105;Yes;Distributed
Fragilariopsis_sp;RCC4505;KT884461;No;Cryopreserved
Naviculales_XX_sp;RCC4589;KY233130;Yes;Distributed
Naviculales_XX_sp;RCC4589;MH843673;Yes;Distributed
Naviculales_XX_sp;RCC4595;KY233135;Yes;Cryopreserved
Fragilariopsis_sp;RCC4604;KY233144;Yes;Distributed
Fragilariopsis_sp;RCC4604;MH843675;Yes;Distributed
Fragilariopsis_sp;RCC4608;KY233146;Yes;Cryopreserved
Navicula_sp;RCC4611;MH843678;Yes;Distributed
Navicula_sp;RCC4611;KY233148;Yes;Distributed
Navicula_sp;RCC4611;MH843677;Yes;Distributed
Fragilariopsis_sp;RCC4612;KY233149;Yes;Cryopreserved
Fragilaria_sp;RCC4616;KY233152;Yes;Distributed
Fragilaria_sp;RCC4616;MH843680;Yes;Distributed
Cylindrotheca_sp;RCC4796;KY095020;Yes;Cryopreserved
Cylindrotheca_sp;RCC4803;KY095010;Yes;Cryopreserved
Cylindrotheca_sp;RCC4803;KY095026;Yes;Cryopreserved
Cylindrotheca_sp;RCC4806;KY095011;Yes;Cryopreserved
Cylindrotheca_sp;RCC4822;KY094999;Yes;Cryopreserved
Cylindrotheca_sp;RCC4822;KY095043;Yes;Cryopreserved
Cylindrotheca_sp;RCC4823;KY094993;Yes;Cryopreserved
Cylindrotheca_sp;RCC4823;KY095044;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC4829;KY094998;Yes;Distributed
Bacillariophyceae_XXX_sp;RCC4834;KY095053;No;Lost
Bacillariophyceae_XXX_sp;RCC4834;MH712328;No;Lost
Bacillariophyceae_XXX_sp;RCC4839;KY095014;Yes;Distributed
Cylindrotheca_sp;RCC4850;KY094983;No;Lost
Nitzschia_sp;RCC4855;KY095003;Yes;Distributed
Nitzschia_sp;RCC4856;KY095004;Yes;Cryopreserved
Halamphora_sp;RCC5168;MH743117;Yes;Distributed
Navicula_sp;RCC5169;MH743118;Yes;Distributed
Navicula_sp;RCC5170;MH743119;No;Distributed
Nitzschia_sp;RCC5171;MH743120;Yes;Distributed
Fragilariales_XX_sp;RCC5176;MH743125;No;Distributed
Psammodictyon_sp;RCC5187;MH743127;Yes;Distributed
Halamphora_sp;RCC5190;MH743130;Yes;Distributed
Naviculales_XX_sp;RCC5197;MH764681;Yes;Cryopreserved
Naviculales_XX_sp;RCC5201;MH764685;Yes;Cryopreserved
Nitzschia_sp;RCC5203;MH764686;No;Lost
Synedra_sp;RCC5205;MH764688;Yes;Distributed
Fragilariopsis_sp;RCC5208;MH764691;Yes;Cryopreserved
Naviculales_XX_sp;RCC5213;MH764696;Yes;Cryopreserved
Cylindrotheca_sp;RCC5216;MH764699;No;Lost
Fragilariaceae_X_sp;RCC5217;MH764700;Yes;Cryopreserved
Synedra_hyperborea;RCC5218;MH764701;Yes;Distributed
Fragilariaceae_X_sp;RCC5220;MH764703;Yes;Distributed
Pseudo-nitzschia_arctica;RCC5222;MH764704;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5227;MH764708;Yes;Cryopreserved
Navicula_cf_normaloides;RCC5230;MH764711;Yes;Distributed
Fragilariopsis_cylindrus;RCC5231;MH764712;Yes;Cryopreserved
Pseudo-nitzschia_arctica;RCC5232;MH764713;Yes;Cryopreserved
Pseudo-nitzschia_sp;RCC5250;MH764731;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC5259;MH764740;No;NotDistributed
Fragilariopsis_cylindrus;RCC5280;MH764760;Yes;Cryopreserved
Pseudo-nitzschia_sp;RCC5286;MH764766;No;Lost
Fragilariaceae_X_sp;RCC5291;MH764770;Yes;Distributed
Pseudo-nitzschia_sp;RCC5299;MH764776;Yes;Distributed
Naviculales_XX_sp;RCC5302;MH764778;No;Lost
Cylindrotheca_sp;RCC5303;MH764779;No;Lost
Pseudo-nitzschia_arctica;RCC5306;MH764782;Yes;Distributed
Pseudo-nitzschia_arctica;RCC5308;MH764783;Yes;Cryopreserved
;RCC5316;MH764791;No;NotFound
Pseudo-nitzschia_sp;RCC5321;MH764795;Yes;Cryopreserved
Fragilariopsis_sp;RCC5325;MH764798;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC5354;MH764820;Yes;Distributed
Fragilariopsis_cylindrus;RCC5356;MH764821;Yes;Distributed
Fragilariopsis_cylindrus;RCC5361;MH764825;Yes;Distributed
Fragilariaceae_X_sp;RCC5362;MH764826;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5363;MH764827;No;Lost
Fragilariaceae_X_sp;RCC5365;MH764828;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5366;MH764829;Yes;Cryopreserved
Fragilariopsis_cylindrus;RCC5367;MH764830;Yes;Cryopreserved
Fragilariopsis_cylindrus;RCC5369;MH764831;Yes;Cryopreserved
Fragilariopsis_cylindrus;RCC5370;MH764832;Yes;Cryopreserved
Fragilariopsis_cylindrus;RCC5371;MH764833;Yes;Cryopreserved
Navicula_sp;RCC5373;MH764834;No;NotDistributed
Navicula_ramosissima;RCC5374;MH764835;Yes;Distributed
Naviculales_XX_sp;RCC5376;MH764836;Yes;Cryopreserved
Naviculales_XX_sp;RCC5377;MH764837;Yes;Distributed
Naviculales_XX_sp;RCC5378;MH764838;Yes;Cryopreserved
Naviculales_XX_sp;RCC5380;MH764839;Yes;Cryopreserved
Naviculales_XX_sp;RCC5382;MH764840;Yes;Distributed
Naviculales_XX_sp;RCC5383;MH764841;No;Lost
Naviculales_XX_sp;RCC5384;MH764842;No;Lost
Naviculales_XX_sp;RCC5385;MH764843;No;Lost
Naviculales_XX_sp;RCC5386;MH764844;Yes;Cryopreserved
Naviculales_XX_sp;RCC5387;MH764845;Yes;Cryopreserved
Nitzschia_sp;RCC5388;MH764846;Yes;Cryopreserved
Nitzschia_sp;RCC5389;MH764847;Yes;Distributed
Nitzschia_sp;RCC5390;MH764848;Yes;Cryopreserved
Nitzschia_sp;RCC5391;MH764849;Yes;Cryopreserved
Nitzschia_sp;RCC5392;MH764850;Yes;Cryopreserved
Nitzschia_sp;RCC5395;MH764851;Yes;Distributed
;RCC5397;MH764852;No;NotAvailable
;RCC5398;MH764853;No;NotAvailable
;RCC5399;MH764854;No;NotAvailable
;RCC5400;MH764855;No;NotAvailable
;RCC5401;MH764856;No;NotAvailable
Naviculales_XX_sp;RCC5402;MH764857;No;Lost
Synedra_sp;RCC5404;MH764858;Yes;Cryopreserved
Fragilariopsis_cylindrus;RCC5406;MH764860;Yes;Distributed
Synedra_sp;RCC5408;MH764861;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC5428;MH764879;No;NotDistributed
Nitzschia_sp;RCC5458;MH764905;Yes;Cryopreserved
Naviculales_XX_sp;RCC5459;MH764906;Yes;Distributed
Fallacia_forcipata;RCC5460;MH764907;Yes;Distributed
Fragilariopsis_cylindrus;RCC5461;MH764908;Yes;Cryopreserved
Fragilariales_XX_sp;RCC5462;MH764909;Yes;Cryopreserved
Cylindrotheca_sp;RCC5463;MH764910;Yes;Distributed
Fragilariopsis_cylindrus;RCC5464;MH764911;Yes;Distributed
Fragilariopsis_cylindrus;RCC5465;MH764912;Yes;Cryopreserved
Amphora_sp;RCC5466;MH764913;Yes;Distributed
Cylindrotheca_sp;RCC5467;MH764914;Yes;Distributed
Fragilariopsis_cylindrus;RCC5468;MH764915;Yes;Distributed
Pseudo-nitzschia_arctica;RCC5469;MH764916;Yes;Distributed
Nitzschia_sp;RCC5489;MH764933;Yes;Distributed
Fragilariopsis_cylindrus;RCC5491;MH764935;Yes;Distributed
Fragilariopsis_cylindrus;RCC5501;MH764944;Yes;Distributed
Fragilariopsis_cylindrus;RCC5507;MH764949;Yes;Distributed
Fragilariopsis_cylindrus;RCC5508;MH764950;Yes;Distributed
Bacillaria_cf_paxillifera;RCC5510;MH764952;No;NotDistributed
Fragilariopsis_cylindrus;RCC5511;MH764953;Yes;Cryopreserved
Naviculales_XX_sp;RCC5512;MH764954;Yes;Distributed
Fragilariopsis_cylindrus;RCC5515;MH764956;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5535;MH764976;Yes;Cryopreserved
Synedropsis_sp;RCC5536;MH764977;Yes;Cryopreserved
Synedropsis_sp;RCC5537;MH764978;Yes;Distributed
Fragilariaceae_X_sp;RCC5538;MH764979;Yes;Cryopreserved
Naviculales_XX_sp;RCC5539;MH764980;Yes;Cryopreserved
Synedropsis_sp;RCC5541;MH764982;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5549;MH764988;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5551;MH764990;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5553;MH764992;Yes;Cryopreserved
;RCC5556;MH764995;No;NotFound
Naviculales_XX_sp;RCC5562;MH764999;Yes;Cryopreserved
Naviculales_XX_sp;RCC5564;MH765001;Yes;Cryopreserved
Naviculales_XX_sp;RCC5566;MH765003;Yes;Cryopreserved
;RCC5569;MH765006;No;NotFound
Fragilariaceae_X_sp;RCC5575;MH765012;Yes;Cryopreserved
Bacillariophyceae_XXX_sp;RCC5576;MH765013;No;NotDistributed
Fragilariopsis_cylindrus;RCC5582;MH765019;Yes;Cryopreserved
;RCC5586;MH765023;No;NotFound
Synedropsis_sp;RCC5591;MH765027;No;Cryopreserved
Fragilariaceae_X_sp;RCC5592;MH765028;Yes;Cryopreserved
Fragilariaceae_X_sp;RCC5595;MH765030;Yes;Distributed
;RCC5597;MH765032;No;NotFound
Naviculales_XX_sp;RCC5601;MH765035;Yes;Distributed
Fragilariaceae_X_sp;RCC5603;MH765036;Yes;Distributed
Cylindrotheca_closterium;RCC6042;MK542674;Yes;Distributed
Pseudo-nitzschia_sp;RCC6055;MK542683;Yes;Distributed
Fragilariopsis_sp;RCC6059;MK542684;Yes;Distributed
